length_url,length_hostname,nb_dots,nb_hyphens,nb_slash,nb_www,https_token,ratio_digits_url,nb_subdomains,nb_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,safe_anchor,domain_with_copyright,domain_registration_length,domain_age,web_traffic,google_index,page_rank
249,37,2,15,9,1,0,0.16064257,2,0,28,14,1,5,1,41,9,41,7.5,7.5,7.5,7,0.857142857,0.142857143,0,1,0,0,100,0,0,0,0,149,216,0,1,0
42,19,3,0,5,0,1,0,3,0,5,2,3,6,3,8,8,5,5.2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,481,4633,8237707,1,0
38,9,1,0,4,0,1,0.052631579,1,2,2,1,6,6,20,20,6,20,13,6,20,1,1,0,0,0,0,0,100,0,0,0,0,69,-1,0,1,0
41,18,3,0,4,0,1,0,3,1,5,0,2,14,2,14,14,4,5.2,14,3,3,1,0,0,0,0,0,100,0,0,0,0,159,1302,0,1,0
32,20,2,0,4,0,1,0.03125,2,0,2,0,3,13,3,13,13,3,8,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
50,22,2,1,4,1,1,0,2,1,5,4,3,3,9,10,7,10,7,5.333333333,9.5,36,0.944444444,0.055555556,0,0,0,0,77.77777778,0,0,0,1,533,3849,829106,0,4
29,21,2,0,3,1,1,0,2,1,2,3,3,3,0,13,13,0,8,8,0,97,0.587628866,0.412371134,0,0.375,0,1,75,13.04347826,86.95652174,0,1,158,1302,414380,0,4
1386,15,13,11,7,0,1,0.194083694,3,0,96,59,1,8,1,158,8,158,13.28125,8,13.33684211,10,1,0,0,0,0,0,100,100,0,100,0,0,-1,9366151,0,2
58,11,3,0,6,1,1,0,3,0,8,3,3,3,3,8,3,8,5,3,5.666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,12844,565,0,6
39,13,2,1,5,0,1,0,2,1,6,0,2,4,2,5,5,5,4,4.5,3.75,12,0.75,0.25,0,0,0,0,100,0,100,92.30769231,0,55,1771,0,1,0
92,14,3,0,4,1,0,0.043478261,3,1,11,5,3,3,3,11,6,11,6.363636364,4.5,6.777777778,117,0.068376068,0.931623932,3,0.018348624,0.009174312,1,0,0,100,72.5,0,1653,7479,629,0,7
93,34,3,1,9,0,1,0.032258065,3,0,11,6,3,4,3,13,13,9,6.454545455,9.333333333,5.375,12,0.75,0.25,0,0,0.333333333,0,66.66666667,66.66666667,33.33333333,0,0,658,1532,4691,1,2
47,19,1,1,4,0,0,0,1,0,6,3,2,2,2,12,12,7,5,7,4,237,0.852320675,0.147679325,2,0.114285714,0.028571429,1,88.23529412,0,0,84.32432432,1,362,2,0,1,0
76,50,4,1,4,0,1,0.118421053,3,1,7,3,2,3,2,15,13,15,8.428571429,8.4,8.5,51,1,0,0,0,0,0,100,100,0,100,1,25,3992,5697976,1,0
44,14,3,0,5,0,1,0.159090909,3,2,6,1,2,2,3,8,8,7,4.833333333,5,4.75,136,0.889705882,0.110294118,0,0.533333333,0.066666667,1,86.66666667,85.71428571,14.28571429,70.27027027,0,147,7159,2336,1,3
20,11,2,0,3,1,0,0,2,0,2,4,3,3,0,4,4,0,3.5,3.5,0,150,0.933333333,0.066666667,0,0.7,0,0,100,100,0,16.66666667,0,0,7199,0,0,2
19,12,1,0,2,0,1,0,1,0,1,0,7,7,0,7,7,0,7,7,0,173,0.930635838,0.069364162,0,0.083333333,0,0,70,91.89189189,8.108108108,93.87755102,1,0,1301,82728,0,2
38,31,2,0,2,0,1,0,2,1,2,0,8,8,0,18,18,0,13,13,0,14,0.071428571,0.928571429,0,0.846153846,0.615384615,1,0,0,0,14.28571429,0,374,7295,0,1,5
199,13,5,11,7,1,0,0.195979899,3,0,24,4,1,3,1,12,5,12,6.666666667,4,6.909090909,14,0.785714286,0.214285714,1,0,0,1,83.33333333,100,0,0,1,184,4564,7504096,1,4
31,18,2,0,3,0,1,0.193548387,2,1,3,1,5,6,5,7,7,5,6,6.5,5,32,1,0,0,0,0,0,100,0,0,0,0,292,72,0,1,0
26,14,2,0,4,0,1,0,2,0,3,0,3,4,3,6,6,3,4.333333333,5,3,2,0,1,0,0,0,0,0,0,0,0,0,228,2693,0,0,4
45,25,2,0,3,1,1,0,2,1,3,5,3,3,12,17,17,12,10.66666667,10,12,216,0.865740741,0.134259259,0,0.413793103,0,1,61.53846154,100,0,53.125,1,2505,6260,684,0,6
24,15,2,0,3,1,0,0,2,0,2,3,3,3,0,7,7,0,5,5,0,205,0.941463415,0.058536585,2,0,0.083333333,1,80,96.66666667,3.333333333,83.33333333,0,785,9076,650281,0,5
68,17,3,0,5,1,1,0,3,1,8,3,3,3,3,10,9,10,6.25,6,6.333333333,177,0.644067797,0.355932203,0,0.158730159,0.603174603,1,30.95238095,100,0,44.44444444,0,620,8144,12364,0,6
58,19,2,4,4,1,1,0,2,1,8,3,2,3,2,11,11,7,5,7,4.333333333,18,1,0,0,0,0,0,0,100,0,0,1,2333,7529,42991,0,5
31,22,2,0,3,1,0,0,2,0,2,3,3,3,0,14,14,0,8.5,8.5,0,113,0.82300885,0.17699115,3,0.1,0,1,80.55555556,81.81818182,18.18181818,28.57142857,1,1398,2984,350136,0,2
148,42,2,2,7,0,0,0.060810811,2,0,13,2,1,2,1,27,24,27,9.384615385,12,8.6,19,0.736842105,0.263157895,0,0,0,0,44.44444444,0,0,100,0,382,8018,0,1,4
181,28,3,1,10,0,1,0.127071823,3,0,17,2,2,24,2,43,24,43,9.058823529,24,8.125,26,0.769230769,0.230769231,2,0,0,1,80,100,0,0,0,261,1931,0,1,3
40,16,2,0,4,1,0,0,2,0,3,4,3,3,14,14,8,14,8.333333333,5.5,14,144,0.409722222,0.590277778,8,0,0,1,28.57142857,0,100,100,0,2807,8517,8,0,10
59,25,4,0,6,1,1,0,3,0,8,3,3,3,3,10,10,5,5.125,6.333333333,4.4,0,0,0,0,0,0,0,0,0,0,0,0,170,195,0,1,1
79,18,4,1,7,0,0,0.101265823,3,1,11,2,2,4,2,10,9,10,5.181818182,6.5,4.888888889,31,1,0,0,0,0,0,100,0,0,100,0,282,10677,23,1,8
39,22,3,0,3,0,1,0,3,1,4,1,3,6,3,11,11,5,6.25,8.5,4,103,0.932038835,0.067961165,1,0.285714286,0,1,81.81818182,100,0,0,1,254,7050,1222496,1,2
30,22,2,0,3,0,1,0.2,2,0,2,0,8,8,0,8,8,0,8,8,0,15,0,1,1,0.133333333,0.4,1,0,0,100,33.33333333,0,0,540,2368593,0,0
29,15,3,0,3,0,1,0.448275862,3,0,9,0,3,3,3,6,3,6,3.333333333,3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
81,27,2,0,5,1,1,0.271604938,2,1,5,7,2,3,2,32,19,32,13.2,11,14.66666667,30,0.966666667,0.033333333,0,0,0,0,100,80,20,100,0,76,5767,0,1,2
68,28,3,5,3,1,1,0,3,0,9,3,3,3,3,10,7,10,5.444444444,5.25,5.6,1,1,0,0,0,0,0,100,0,0,0,1,306,58,0,1,2
29,20,2,0,3,1,0,0,2,0,2,3,3,3,0,12,12,0,7.5,7.5,0,85,0.952941176,0.047058824,0,0.5,0,0,100,100,0,0,0,588,1968,2090120,0,2
20,11,2,0,3,1,0,0,2,0,2,4,3,3,0,4,4,0,3.5,3.5,0,650,0.987692308,0.012307692,0,0.25,0,0,0,0,0,50,1,341,8466,3224587,0,4
38,29,2,0,3,1,0,0,2,0,2,3,3,3,0,21,21,0,12,12,0,31,0.451612903,0.548387097,3,0.176470588,0,1,66.66666667,50,50,30,0,258,3028,482666,0,6
61,20,2,0,4,1,1,0.278688525,2,0,3,4,3,3,32,32,12,32,15.66666667,7.5,32,0,0,0,0,0,0,0,0,0,0,0,0,24,7645,0,1,0
81,14,5,0,8,0,1,0.012345679,3,1,14,3,1,3,1,7,7,7,4,5,3.833333333,11,0.909090909,0.090909091,0,0,1,0,100,100,0,0,0,0,-1,1772670,1,2
45,21,2,0,4,0,1,0.044444444,2,1,3,0,5,14,5,14,14,10,9.666666667,14,7.5,20,1,0,0,0,0,0,100,100,0,0,0,0,-1,0,1,0
49,23,2,0,6,0,1,0,2,1,4,2,3,17,3,17,17,7,8,17,5,4,1,0,0,0,0,0,100,0,0,100,0,0,5643,0,1,1
127,50,4,1,4,0,0,0.157480315,3,1,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,51,1,0,0,0,0,0,100,100,0,100,1,25,3992,5697976,1,0
32,14,1,0,4,0,1,0.1875,1,0,3,1,3,10,3,10,10,6,6.333333333,10,4.5,149,0.44966443,0.55033557,0,0.073170732,0,1,33.33333333,0,100,54.6875,1,234,496,503691,1,0
24,15,2,0,3,1,0,0,2,0,2,3,3,3,0,7,7,0,5,5,0,106,0.943396226,0.056603774,0,0.166666667,0,0,50,100,0,88.46153846,1,30,8594,5556103,0,4
40,22,2,0,3,1,1,0,2,1,3,3,3,3,10,14,14,10,9,8.5,10,220,0.995454545,0.004545455,0,0,0,0,100,100,0,96,1,449,7586,988,0,5
58,13,3,0,8,1,1,0.017241379,3,0,7,5,1,3,1,10,3,10,5.428571429,3,6.4,77,1,0,0,0,0,0,100,100,0,100,0,1967,8759,125,0,8
210,13,2,0,5,0,0,0.361904762,2,1,12,17,3,9,3,64,9,64,15.58333333,9,16.18181818,84,0.964285714,0.035714286,0,0,0,0,66.66666667,0,0,97.46835443,0,694,1496,0,1,2
47,14,2,0,6,1,1,0.042553191,2,0,5,4,1,3,1,13,6,13,6.2,4.5,7.333333333,0,0,0,0,0,0,0,0,0,0,0,0,46,3972,0,1,0
34,14,2,1,4,1,1,0,2,1,4,3,3,3,3,7,6,7,4.75,4.5,5,108,0.416666667,0.583333333,4,0.142857143,0.031746032,1,35.71428571,63.63636364,36.36363636,12.5,0,522,8973,11722,0,6
20,13,1,0,2,0,1,0,1,0,1,1,6,6,0,6,6,0,6,6,0,105,0.333333333,0.666666667,6,0.271428571,0.014285714,1,55.17241379,0,100,9.523809524,0,48,2144,0,0,1
52,16,2,1,4,0,1,0.192307692,2,0,5,1,3,4,3,13,8,13,7.6,6,8.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,1,1
59,18,2,4,4,1,1,0,2,1,8,5,1,3,1,10,10,8,5.125,6.5,4.666666667,96,0.9375,0.0625,1,0,0,1,92.85714286,100,0,72.72727273,1,987,4490,2900,0,5
29,10,2,0,6,0,1,0,2,1,4,0,1,4,1,5,4,5,3,4,2.666666667,145,0.944827586,0.055172414,1,0,0,1,91.89189189,92.85714286,7.142857143,87.5,0,0,5111,5692030,1,1
53,28,5,1,4,0,1,0.169811321,3,0,8,1,1,1,2,11,11,7,4.375,5.25,3.5,21,0.19047619,0.80952381,1,0.176470588,0,1,0,20,80,25,1,228,5615,0,1,5
48,20,3,0,4,1,0,0.125,3,0,5,7,3,3,3,12,12,8,6.4,7.5,5.666666667,86,0.906976744,0.093023256,0,0,0,1,0,100,0,78.57142857,1,3483,8043,2572,0,6
24,17,2,0,2,0,1,0,2,0,2,0,6,6,0,7,7,0,6.5,6.5,0,12,0,1,2,0.583333333,0,1,0,0,100,0,0,252,7446,0,1,1
92,17,3,0,3,0,0,0.141304348,3,0,8,2,4,4,4,21,8,21,9.125,6,10.16666667,0,0,0,0,0,0,0,0,0,0,0,0,158,9338,21,0,5
40,16,2,0,4,0,0,0,2,0,4,0,2,2,4,10,9,10,6.25,5.5,7,961,0.925078044,0.074921956,0,0.513888889,0.069444444,0,100,100,0,71.875,1,904,7131,12,0,7
56,11,2,1,8,1,1,0,2,0,8,3,1,1,4,13,3,13,4.75,2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,265,1561,0,1,0
276,31,4,0,8,0,1,0.333333333,3,1,17,15,3,13,3,64,13,64,14.64705882,13,14.86666667,2,0,1,0,0.5,0,0,0,0,0,0,0,173,1653,0,1,0
87,22,2,3,7,0,1,0,2,0,12,1,2,4,2,11,8,11,5.333333333,5.333333333,5.333333333,8,0,1,1,0.125,0,1,0,0,100,0,0,1033,1157,6720001,1,2
28,20,2,0,3,1,1,0,2,1,2,3,3,3,0,12,12,0,7.5,7.5,0,22,0.363636364,0.636363636,1,0.285714286,0.071428571,1,25,33.33333333,66.66666667,30,1,98,3190,1495789,0,2
66,13,2,4,6,1,1,0,2,2,10,6,2,3,2,7,5,7,4.6,4,4.75,167,0.71257485,0.28742515,0,0.020833333,0,1,76.5625,100,0,40,0,1486,8375,31104,1,5
110,19,3,7,6,1,1,0.136363636,3,1,13,6,1,3,1,13,9,13,6.538461538,6,6.636363636,33,0.96969697,0.03030303,0,1,1,0,100,100,0,80,0,191,-1,624875,0,4
72,14,2,3,6,1,1,0.027777778,2,3,9,3,2,2,2,11,3,11,5.888888889,2.666666667,7.5,99,1,0,0,0,0,0,100,0,0,100,0,241,12544,857,1,8
70,17,1,3,5,0,1,0.114285714,1,1,7,4,3,13,3,13,13,9,7.571428571,13,6.666666667,232,0.362068966,0.637931034,2,0.033783784,0,1,20,16.66666667,83.33333333,18.83116883,1,191,6057,41,0,8
34,25,2,1,3,0,0,0,2,0,3,2,4,4,0,9,9,0,6.333333333,6.333333333,0,28,0.25,0.75,0,0.142857143,0.142857143,0,100,0,0,4.545454545,1,237,7067,2346363,1,1
40,20,3,0,3,1,1,0,3,1,4,3,3,3,4,12,12,7,6.5,7.5,5.5,150,0.093333333,0.906666667,3,0.007352941,0,1,5,0,100,41.17647059,0,359,7310,10814,0,5
47,13,2,0,6,0,1,0,2,2,6,2,3,9,3,9,9,5,5.166666667,9,4.4,9,1,0,0,0,0,0,100,100,0,100,1,502,7534,0,1,0
39,22,2,0,3,0,0,0.128205128,2,0,3,1,6,6,8,11,11,8,8.333333333,8.5,8,0,0,0,0,0,0,0,0,0,0,0,0,321,-1,4935754,0,2
21,13,2,0,3,0,1,0.19047619,2,0,2,0,1,1,0,7,7,0,4,4,0,45,1,0,0,0,0,0,100,100,0,0,1,60,671,0,1,0
76,24,3,0,6,1,1,0,3,0,8,6,3,3,3,16,16,10,7.25,9.5,6.5,36,0.916666667,0.083333333,0,0,0,0,76.92307692,100,0,0,0,152,8248,27990,0,5
39,22,2,1,3,1,1,0,2,1,4,3,3,3,3,14,14,5,6.25,8.5,4,186,0.994623656,0.005376344,0,0,0,0,100,100,0,95.65217391,1,452,7583,969,0,5
110,15,5,1,6,1,1,0.127272727,3,1,14,3,1,3,1,20,7,20,6.142857143,5,6.333333333,259,0.223938224,0.776061776,9,0.034825871,0,1,22.22222222,0,100,14.40677966,1,192,3825,0,1,0
54,16,2,0,4,0,0,0,2,0,6,2,2,2,4,10,9,10,6.166666667,5.5,6.5,137,0.919708029,0.080291971,0,0.454545455,0.272727273,0,100,100,0,47.61904762,1,904,7131,12,0,7
31,23,2,0,3,0,1,0,2,1,2,0,8,8,0,10,10,0,9,9,0,365,0.224657534,0.775342466,3,0.053003534,0.134275618,1,30.76923077,13.74045802,86.25954198,25.92592593,1,372,7297,0,0,5
83,20,3,1,7,0,1,0.012048193,3,2,10,3,1,14,1,14,14,14,6.1,14,5.222222222,185,0.054054054,0.945945946,14,0.057142857,0.011428571,1,4.918032787,3.225806452,96.77419355,6.12244898,1,236,495,0,1,2
24,5,1,0,3,0,1,0.125,1,3,2,0,2,2,11,11,2,11,6.5,2,11,76,0.486842105,0.513157895,1,0.102564103,0.333333333,1,59.09090909,50,50,5,0,0,-1,134401,1,5
275,20,3,1,9,0,1,0.367272727,3,0,17,14,2,14,2,64,14,64,14.47058824,14,14.5,1,1,0,0,0,0,0,100,0,0,0,0,438,658,9558648,1,0
87,13,2,1,6,0,1,0.264367816,2,0,9,5,2,9,2,32,9,32,7.555555556,9,7.375,16,0.9375,0.0625,0,0,0,0,80,0,0,100,1,77,2115,0,1,0
61,16,2,1,7,0,1,0,2,0,8,1,2,12,2,12,12,7,5.375,12,4.428571429,13,0.846153846,0.153846154,0,0,0,0,60,100,0,0,0,335,2221,0,1,0
163,15,3,0,8,0,1,0.325153374,3,0,14,8,1,9,1,40,9,40,9.785714286,9,9.846153846,26,1,0,0,0,0,0,100,100,0,100,0,254,2668,0,1,0
49,16,2,1,5,0,0,0,2,2,5,2,2,2,6,9,9,8,6.4,5.5,7,227,0.753303965,0.246696035,2,0.035714286,0.178571429,1,13.33333333,0,100,0,1,124,3893,173,1,10
43,34,2,0,3,1,0,0,2,0,2,4,3,3,0,26,26,0,14.5,14.5,0,21,0.714285714,0.285714286,0,1,0,1,50,100,0,20,1,53,6156,0,0,0
37,20,2,1,3,1,0,0,2,0,4,3,3,3,3,12,12,4,5.5,7.5,3.5,106,0.245283019,0.754716981,14,0.175,0.075,1,18.75,0,100,55,1,390,5819,1969325,0,3
59,20,3,1,4,1,1,0.06779661,3,1,6,4,3,3,3,14,12,14,7.166666667,7.5,7,111,0.351351351,0.648648649,0,0.486111111,0.347222222,1,70.83333333,9.090909091,90.90909091,7.692307692,1,48,8352,1321,0,6
40,22,2,0,3,1,1,0,2,1,3,3,3,3,10,14,14,10,9,8.5,10,195,0.994871795,0.005128205,0,0,0,0,100,100,0,94.11764706,1,453,7583,965,0,5
43,14,3,0,5,0,1,0.139534884,3,2,6,1,2,2,3,8,8,6,4.666666667,5,4.5,63,0.936507937,0.063492063,0,1,0,1,86.66666667,50,50,100,1,150,7157,2272,1,3
138,7,2,1,5,0,1,0.028985507,2,0,15,2,1,4,1,15,4,15,7.466666667,4,7.714285714,12,0.75,0.25,1,0,0,1,80,0,0,100,0,73,293,0,1,0
53,12,4,0,6,0,1,0.188679245,3,0,13,0,1,1,1,8,3,8,3.615384615,2.25,4.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
23,16,2,0,2,0,1,0,2,1,1,0,9,9,0,9,9,0,9,9,0,87,0.850574713,0.149425287,1,0.153846154,0.076923077,1,94.87179487,83.33333333,16.66666667,20,1,350,-1,1283724,0,2
29,21,2,0,3,0,1,0.068965517,2,0,2,1,7,7,0,9,9,0,8,8,0,36,0.75,0.25,1,0,0,1,72,0,0,0,0,50,7621,56198,1,6
70,16,2,1,6,0,0,0.128571429,2,0,6,2,1,5,1,32,6,32,8.666666667,5.5,10.25,10,0,1,2,0,0,1,0,0,0,0,0,2975,8347,1,1,10
34,27,2,2,2,0,1,0,2,1,4,0,2,2,0,8,8,0,5,5,0,195,0.687179487,0.312820513,3,0.344262295,0,1,0,0,100,85.33333333,0,372,7298,0,0,5
34,26,2,0,3,0,1,0,2,1,2,1,10,10,0,11,11,0,10.5,10.5,0,47,0,1,1,0,0.319148936,1,0,0,0,0,0,242,1950,341948,1,1
90,17,1,9,5,0,1,0.088888889,1,1,13,1,2,13,2,13,13,9,5.153846154,13,4.5,355,0.535211268,0.464788732,2,0.024242424,0,1,20,5.555555556,94.44444444,27.37430168,1,194,6054,41,0,8
62,10,1,0,5,0,1,0.370967742,1,1,4,1,5,6,5,32,6,32,12,6,14,48,1,0,0,0,0,0,100,100,0,100,1,246,-1,0,1,0
30,23,2,0,2,0,1,0.033333333,2,1,2,0,8,8,0,10,10,0,9,9,0,14,0.071428571,0.928571429,0,0.846153846,0.615384615,1,0,0,0,14.28571429,0,374,7295,0,1,5
33,25,1,0,3,0,1,0,1,1,1,1,21,21,0,21,21,0,21,21,0,14,0.785714286,0.214285714,0,0.666666667,0,1,66.66666667,0,0,0,1,346,2941,812399,0,5
106,17,3,1,9,0,1,0,3,0,14,8,2,14,2,14,14,13,5.714285714,14,5.076923077,6,0.333333333,0.666666667,0,0,0,1,50,0,100,0,0,140,4609,0,1,3
16,7,1,0,3,0,0,0,1,0,1,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,2
42,19,2,0,4,1,1,0,2,0,4,5,3,3,6,11,11,8,7,7,7,18,1,0,0,0,0,0,100,0,0,0,0,16,4733,576147,0,3
57,18,3,0,3,1,1,0.105263158,3,0,6,3,3,3,3,12,10,12,6.833333333,6.5,7,35,0.571428571,0.428571429,0,0.4,0.066666667,0,40,0,100,26.66666667,0,293,4454,1467571,0,4
38,16,2,0,4,0,1,0,2,0,4,0,3,12,3,12,12,5,6,12,4,1,0,1,0,0,0,0,0,0,0,100,1,84,1377,0,0,0
75,27,3,0,4,0,1,0.253333333,3,0,5,1,3,8,3,32,14,32,12,11,12.66666667,21,0.047619048,0.952380952,0,0.05,0,0,0,0,100,0,1,342,6963,354872,1,3
45,12,1,1,7,0,1,0,1,0,6,0,3,8,3,8,8,6,4.666666667,8,4,7,0.857142857,0.142857143,0,1,0,0,100,0,0,50,0,274,91,0,1,3
110,23,3,1,8,1,1,0.036363636,3,1,14,8,2,3,2,15,15,9,6.142857143,9,5.666666667,4,1,0,0,0,0,0,100,0,0,100,0,395,1797,0,1,0
47,18,1,0,5,0,1,0,1,1,4,2,2,15,2,15,15,11,8.5,15,6.333333333,979,0.981613892,0.018386108,1,0.111111111,0.055555556,1,63.63636364,0,100,33.33333333,1,433,3584,250391,0,5
99,14,4,8,6,1,1,0.171717172,3,3,14,23,1,3,1,17,4,17,5.142857143,3.5,5.416666667,166,0.15060241,0.84939759,3,0.021276596,0.021276596,1,42.85714286,0,100,95.45454545,0,52,7984,348,1,6
36,16,2,0,4,0,0,0,2,0,4,0,2,2,4,9,9,6,5.25,5.5,5,191,0.890052356,0.109947644,0,0.571428571,0,0,100,100,0,61.11111111,0,900,7134,13,0,7
45,32,2,1,4,0,1,0.022222222,2,1,4,2,4,4,4,12,12,4,7.5,8.666666667,4,103,0.932038835,0.067961165,1,0.285714286,0,1,81.81818182,100,0,0,1,116,7189,481145,1,1
67,38,3,0,5,1,1,0,3,0,6,4,3,3,3,30,30,7,8.5,16.5,4.5,9,0.777777778,0.222222222,0,0,1,0,0,0,100,100,1,32,-1,0,1,0
32,16,3,0,3,1,1,0,3,0,4,4,3,3,3,8,8,4,4.5,5.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,96,1000,0,1,0
32,24,4,0,3,0,1,0,3,0,4,0,2,2,0,7,7,0,4.25,4.25,0,47,1,0,0,0,0,0,100,100,0,100,1,364,1,0,1,0
29,20,2,0,3,1,0,0,2,0,2,4,3,3,0,12,12,0,7.5,7.5,0,181,0.889502762,0.110497238,2,0,0.1,1,96.15384615,81.57894737,18.42105263,12.5,1,77,2479,2339837,0,4
91,17,2,5,4,1,0,0.087912088,2,0,9,4,3,3,3,16,9,16,7.888888889,6,8.428571429,41,0.951219512,0.048780488,0,0,0,0,87.5,100,0,66.66666667,1,735,9310,6136,0,5
34,25,2,0,3,1,0,0,2,0,2,3,3,3,0,17,17,0,10,10,0,67,0.552238806,0.447761194,0,0.033333333,0.166666667,0,73.33333333,50,50,48.8372093,1,292,3360,60722,0,4
34,14,3,0,3,1,0,0,3,0,4,4,3,3,3,7,6,7,4.75,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6573,0,0,3
42,34,2,0,3,0,1,0.023809524,2,1,2,1,11,11,0,18,18,0,14.5,14.5,0,47,0,1,1,0,0.319148936,1,0,0,0,0,0,242,1950,341948,1,1
22,13,2,0,3,1,0,0,2,0,2,3,3,3,0,6,6,0,4.5,4.5,0,278,0.992805755,0.007194245,0,0,0,0,50,100,0,96,0,0,-1,70132,0,5
37,15,3,0,4,0,1,0,3,0,4,0,3,8,3,8,8,5,5,8,4,122,0.901639344,0.098360656,0,0,0,0,94.44444444,10,90,33.33333333,0,0,-1,198565,1,1
13,6,1,0,2,0,1,0.076923077,1,1,1,0,3,3,0,3,3,0,3,3,0,26,1,0,0,0,0,0,100,100,0,100,1,1544,-1,1779698,0,2
79,19,3,1,7,0,1,0.075949367,3,0,11,2,2,2,3,11,8,11,5.272727273,4.666666667,5.5,0,0,0,0,0,0,0,0,0,0,0,0,145,4603,797163,1,1
55,25,3,4,3,1,1,0,3,0,8,4,3,3,4,7,7,6,4.625,4.5,4.75,29,0.724137931,0.275862069,0,0.125,0,0,45.45454545,0,100,0,1,227,4887,0,0,3
36,28,3,1,3,0,1,0,3,4,4,0,2,2,0,9,9,0,5.5,5.5,0,53,0.113207547,0.886792453,4,0.191489362,0,1,18.75,0,100,0,1,114,252,2602858,1,0
94,43,2,1,6,0,1,0,2,0,7,4,2,39,2,39,39,13,11,39,6.333333333,3,1,0,0,0,0,0,100,100,0,0,0,401,330,0,1,0
123,17,2,0,3,0,0,0.325203252,2,0,14,6,1,4,1,16,8,16,6.857142857,6,7,6,0,1,0,0,0,1,0,0,0,0,0,157,9339,21,0,5
26,17,3,0,3,1,0,0,3,0,2,3,3,3,0,7,7,0,5,5,0,161,0.931677019,0.068322981,0,0.090909091,0,0,50,0,0,46.66666667,0,1115,8757,108411,0,5
48,16,2,0,4,0,0,0,2,0,5,0,2,2,4,10,9,10,6.4,5.5,7,193,0.906735751,0.093264249,0,0.666666667,0,0,100,100,0,59.09090909,0,901,7134,13,0,7
113,32,3,1,6,0,1,0.274336283,3,0,9,2,4,9,4,20,17,20,10.33333333,13,9.571428571,7,1,0,0,0,0,0,100,100,0,0,0,209,521,375731,1,2
24,15,2,0,3,1,0,0,2,0,2,4,3,3,0,8,8,0,5.5,5.5,0,260,0.988461538,0.011538462,0,1,0,0,100,66.66666667,33.33333333,80,1,0,-1,94585,0,2
22,13,2,0,3,1,0,0.090909091,2,0,2,3,3,3,0,5,5,0,4,4,0,17,0.352941176,0.647058824,0,0,0,0,0,100,0,16.66666667,0,186,7485,93739,0,4
72,16,2,6,5,1,1,0.097222222,2,1,11,4,1,3,1,9,8,9,4.636363636,5.5,4.444444444,95,0.663157895,0.336842105,0,0.25,0.5,1,38.46153846,100,0,93.75,0,60,3958,1171381,0,3
26,18,2,1,3,1,1,0,2,0,3,3,3,3,0,5,5,0,4.333333333,4.333333333,0,383,0.945169713,0.054830287,3,0.19047619,0,1,47.36842105,25,75,0,1,316,2971,8916361,0,1
52,25,2,0,6,0,1,0,2,1,4,3,4,18,4,18,18,6,8.5,18,5.333333333,4,1,0,0,0,0,0,100,0,0,100,0,0,-1,0,1,0
26,14,2,0,3,0,1,0,2,0,3,1,2,2,4,8,8,4,4.666666667,5,4,13,1,0,0,0,0,0,100,0,0,0,0,3437,-1,0,1,3
70,49,5,2,4,0,0,0.242857143,3,0,9,3,1,1,2,14,14,5,5.555555556,6.666666667,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,218,5626,0,1,5
46,11,3,1,5,0,1,0.152173913,3,0,6,0,2,5,2,7,5,7,4.666666667,5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,255,-1,0,1,0
49,16,2,0,4,0,0,0,2,0,6,0,2,2,4,9,9,6,5.333333333,5.5,5.25,1451,0.865609924,0.134390076,0,0.517948718,0.271794872,0,100,100,0,67.17171717,1,902,7133,12,0,7
87,17,3,0,4,0,0,0.091954023,3,0,8,2,2,3,2,40,9,40,8.5,6,9.333333333,38,0.789473684,0.210526316,1,0.5,0,1,66.66666667,100,0,0,0,110,256,0,1,0
63,27,2,0,4,0,1,0.095238095,2,1,8,2,2,2,5,9,9,8,5.75,5.25,6.25,69,0.942028986,0.057971014,0,1,0,1,86.66666667,50,50,100,1,150,7156,2250,1,3
44,18,2,0,4,1,0,0,2,2,4,3,3,3,8,10,10,8,7.25,6.5,8,47,0.893617021,0.106382979,0,0.4,0.2,0,100,100,0,37.5,1,2642,5028,9583,0,6
75,11,2,5,7,0,0,0.106666667,2,1,12,0,2,7,2,7,7,7,4.333333333,7,4.090909091,5,1,0,0,0,0,0,100,100,0,100,0,617,1939,8011140,1,3
